date,ticker,rss_text,sent_label,sent_conf,sent_score
2012-08-06,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-08-06,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-08-07,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-08-07,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-08-07,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-08-07,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-08-07,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-08-08,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-08-08,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-08-08,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-08-08,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-08-08,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-08-09,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-08-09,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-08-09,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-08-09,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-08-09,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-08-10,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-08-10,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-08-10,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-08-10,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-08-10,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-08-13,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-08-13,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-08-13,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-08-13,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-08-13,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-08-14,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-08-14,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-08-14,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-08-14,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-08-14,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-08-15,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-08-15,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-08-15,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-08-15,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-08-15,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-08-16,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-08-16,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-08-16,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-08-16,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-08-16,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-08-17,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-08-17,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-08-17,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-08-17,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-08-17,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-08-20,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-08-20,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-08-20,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-08-20,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-08-20,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-08-21,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-08-21,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-08-21,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-08-21,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-08-21,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-08-22,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-08-22,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-08-22,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-08-22,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-08-22,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-08-23,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-08-23,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-08-23,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-08-23,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-08-23,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-08-24,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-08-24,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-08-24,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-08-24,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-08-24,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-08-27,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-08-27,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-08-27,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-08-27,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-08-27,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-08-28,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-08-28,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-08-28,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-08-28,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-08-28,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-08-29,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-08-29,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-08-29,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-08-29,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-08-29,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-08-30,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-08-30,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-08-30,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-08-30,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-08-30,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-08-31,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-08-31,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-08-31,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-08-31,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-08-31,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-09-03,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-09-03,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-09-03,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-09-03,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-09-03,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-09-04,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-09-04,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-09-04,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-09-04,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-09-04,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-09-05,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-09-05,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-09-05,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-09-05,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-09-05,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-09-06,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-09-06,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-09-06,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-09-06,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-09-06,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-09-07,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-09-07,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-09-07,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-09-07,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-09-07,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-09-10,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-09-10,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-09-10,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-09-10,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-09-10,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-09-11,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-09-11,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-09-11,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-09-11,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-09-11,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-09-12,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-09-12,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-09-12,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-09-12,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-09-12,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-09-13,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-09-13,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-09-13,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-09-13,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-09-13,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-09-14,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-09-14,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-09-14,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-09-14,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-09-14,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-09-17,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-09-17,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-09-17,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-09-17,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-09-17,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-09-18,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-09-18,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-09-18,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-09-18,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-09-18,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-09-19,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-09-19,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-09-19,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-09-19,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-09-19,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-09-20,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-09-20,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-09-20,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-09-20,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-09-20,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-09-21,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-09-21,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-09-21,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-09-21,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-09-21,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-09-24,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-09-24,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-09-24,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-09-24,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-09-24,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-09-25,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-09-25,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-09-25,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-09-25,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-09-25,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-09-26,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-09-26,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-09-26,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-09-26,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-09-26,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-09-27,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-09-27,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-09-27,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-09-27,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-09-27,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-09-28,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-09-28,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-09-28,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-09-28,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-09-28,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-01,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-01,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-01,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-01,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-01,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-02,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-02,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-02,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-02,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-02,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-10-03,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-10-03,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-10-03,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-10-03,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-10-03,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-04,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-04,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-04,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-04,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-04,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-05,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-05,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-05,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-05,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-05,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-10-08,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-10-08,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-10-08,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-10-08,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-10-08,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-09,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-09,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-09,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-09,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-09,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-10,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-10,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-10,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-10,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-10,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-10-11,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-10-11,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-10-11,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-10-11,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-10-11,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-12,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-12,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-12,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-12,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-12,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-15,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-15,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-15,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-15,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-15,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-10-16,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-10-16,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-10-16,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-10-16,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-10-16,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-17,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-17,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-17,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-17,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-17,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-18,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-18,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-18,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-18,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-18,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-10-19,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-10-19,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-10-19,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-10-19,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-10-19,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-22,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-22,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-22,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-22,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-22,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-23,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-23,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-23,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-23,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-23,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-10-24,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-10-24,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-10-24,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-10-24,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-10-24,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-25,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-25,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-25,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-25,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-25,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-26,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-26,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-26,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-26,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-26,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-10-29,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-10-29,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-10-29,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-10-29,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-10-29,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-10-30,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-10-30,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-10-30,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-10-30,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-10-30,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-10-31,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-10-31,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-10-31,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-10-31,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-10-31,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-11-01,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-11-01,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-11-01,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-11-01,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-11-01,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-11-02,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-11-02,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-11-02,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-11-02,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-11-02,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-11-05,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-11-05,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-11-05,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-11-05,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-11-05,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-11-06,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-11-06,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-11-06,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-11-06,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-11-06,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-11-07,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-11-07,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-11-07,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-11-07,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-11-07,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-11-08,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-11-08,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-11-08,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-11-08,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-11-08,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-11-09,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-11-09,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-11-09,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-11-09,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-11-09,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-11-12,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-11-12,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-11-12,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-11-12,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-11-12,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-11-13,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-11-13,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-11-13,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-11-13,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-11-13,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-11-14,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-11-14,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-11-14,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-11-14,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-11-14,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-11-15,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-11-15,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-11-15,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-11-15,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-11-15,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-11-16,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-11-16,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-11-16,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-11-16,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-11-16,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-11-19,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-11-19,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-11-19,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-11-19,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-11-19,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-11-20,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-11-20,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-11-20,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-11-20,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2012-11-20,COST,COST RSS synthetic seed,negative,1.0,-1.0
2012-11-21,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2012-11-21,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2012-11-21,GM,GM RSS synthetic seed,negative,1.0,-1.0
2012-11-21,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2012-11-21,COST,COST RSS synthetic seed,neutral,1.0,0.0
2012-11-22,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2012-11-22,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2012-11-22,GM,GM RSS synthetic seed,neutral,1.0,0.0
2012-11-22,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2012-11-22,COST,COST RSS synthetic seed,positive,1.0,1.0
2012-11-23,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2012-11-23,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2012-11-23,GM,GM RSS synthetic seed,positive,1.0,1.0
2012-11-23,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
